Os01g0100100	LOC_Os01g01010.1,LOC_Os01g01010.2
None	LOC_Os03g41790.1
None	LOC_Os03g41830.1
None	LOC_Os03g41840.1
None	LOC_Os03g41850.1
None	LOC_Os03g41860.1
None	LOC_Os03g41870.1
None	LOC_Os03g41879.1
None	LOC_Os03g41890.1
None	LOC_Os03g41910.1
None	LOC_Os03g41932.1
None	LOC_Os03g41960.1
None	LOC_Os03g41970.1
None	LOC_Os03g41980.1
None	LOC_Os03g41990.1
None	LOC_Os03g42000.1
None	LOC_Os03g42060.1
None	LOC_Os03g42080.1
None	LOC_Os03g42090.1
None	LOC_Os03g42100.1
None	LOC_Os03g42140.1
None	LOC_Os03g42150.1
None	LOC_Os03g42170.1
None	LOC_Os03g42284.1
None	LOC_Os03g42310.1
None	LOC_Os03g42334.1
None	LOC_Os03g42360.1
None	LOC_Os03g42530.1
None	LOC_Os03g42540.1
None	LOC_Os03g42550.1
None	LOC_Os03g42590.1
None	LOC_Os03g42610.1
None	LOC_Os03g42660.1
None	LOC_Os03g42670.1
None	LOC_Os03g42690.1
None	LOC_Os03g42700.1
None	LOC_Os03g42720.1
None	LOC_Os03g42730.1
None	LOC_Os03g42740.1
None	LOC_Os03g42890.1
None	LOC_Os03g42920.1
None	LOC_Os03g42930.1
None	LOC_Os03g42954.1
None	LOC_Os03g42960.1
None	LOC_Os03g43000.1
None	LOC_Os03g43030.1
None	LOC_Os03g43040.1
None	LOC_Os03g43070.1
None	LOC_Os03g43080.1
None	LOC_Os03g43090.1
None	LOC_Os03g43130.1
None	LOC_Os03g43150.1
None	LOC_Os03g43160.1
None	LOC_Os03g43169.1
None	LOC_Os03g43180.1
None	LOC_Os03g43190.1
None	LOC_Os03g43200.1
None	LOC_Os03g43210.1
None	LOC_Os03g43220.1
None	LOC_Os03g43230.1
None	LOC_Os03g43235.1
None	LOC_Os03g43240.1
None	LOC_Os03g43250.1
None	LOC_Os03g43270.1
None	LOC_Os03g43280.1
None	LOC_Os03g43290.1
None	LOC_Os03g43309.1
None	LOC_Os03g43374.1
None	LOC_Os03g43460.1
None	LOC_Os03g43464.1
None	LOC_Os03g43490.1
None	LOC_Os03g43500.1
None	LOC_Os03g43524.1
None	LOC_Os03g43540.1
None	LOC_Os03g43550.1
None	LOC_Os03g43560.1
None	LOC_Os03g43564.1
None	LOC_Os03g43610.1
None	LOC_Os03g43620.1
None	LOC_Os03g43660.1
None	LOC_Os03g43700.1
None	LOC_Os03g43779.1
None	LOC_Os03g43814.1
None	LOC_Os03g43830.1
None	LOC_Os03g43870.1
None	LOC_Os03g43920.1
None	LOC_Os03g43960.1
None	LOC_Os03g43980.1
None	LOC_Os03g43990.2
None	LOC_Os03g44030.1
None	LOC_Os03g44040.1
None	LOC_Os03g44070.1
None	LOC_Os03g44220.1
None	LOC_Os03g44240.1
None	LOC_Os03g44270.1
None	LOC_Os03g44280.1
None	LOC_Os03g44330.1
None	LOC_Os03g44340.1
None	LOC_Os03g44350.1
None	LOC_Os03g44360.1
None	LOC_Os03g44370.1
None	LOC_Os03g44390.1
None	LOC_Os03g44400.1
None	LOC_Os03g44410.1
None	LOC_Os03g44460.1
None	LOC_Os03g44470.1
None	LOC_Os03g44510.1
None	LOC_Os03g44544.1
None	LOC_Os03g44550.1
None	LOC_Os03g44642.1
None	LOC_Os03g44720.1
None	LOC_Os03g44850.1
None	LOC_Os03g44910.1
None	LOC_Os03g44930.1
None	LOC_Os03g44934.1
None	LOC_Os03g44940.1
None	LOC_Os03g44950.1
None	LOC_Os03g44974.1
None	LOC_Os03g44990.1
None	LOC_Os03g45010.1
None	LOC_Os03g45030.1
None	LOC_Os03g45040.1
None	LOC_Os03g45050.1
None	LOC_Os03g45070.1
None	LOC_Os03g45110.1
None	LOC_Os03g45130.1
None	LOC_Os03g45140.1
None	LOC_Os03g45160.1
None	LOC_Os03g45310.1
None	LOC_Os03g45350.1
None	LOC_Os03g45430.1
None	LOC_Os03g45440.1
None	LOC_Os03g45480.1
None	LOC_Os03g45490.1
None	LOC_Os03g45500.1
None	LOC_Os03g45510.1
None	LOC_Os03g45540.1
None	LOC_Os03g45550.1
None	LOC_Os03g45560.1
None	LOC_Os03g45570.1
None	LOC_Os03g45580.1
None	LOC_Os03g45590.1
None	LOC_Os03g45650.1
None	LOC_Os03g45670.1
None	LOC_Os03g45680.1
None	LOC_Os03g45690.1
None	LOC_Os03g45700.1
None	LOC_Os03g45734.1
None	LOC_Os03g45744.1
None	LOC_Os03g45810.1
None	LOC_Os03g45820.1
None	LOC_Os03g45880.1
None	LOC_Os03g45890.1
None	LOC_Os03g45900.1
None	LOC_Os03g45910.1
None	LOC_Os03g46010.1
None	LOC_Os03g46030.1
None	LOC_Os03g46080.1
None	LOC_Os03g46120.1
None	LOC_Os03g46130.1
None	LOC_Os03g46170.1
None	LOC_Os03g46220.1
None	LOC_Os03g46230.1
None	LOC_Os03g46240.1
None	LOC_Os03g46270.1
None	LOC_Os03g46280.1
None	LOC_Os03g46290.1
None	LOC_Os03g46320.1
None	LOC_Os03g46370.1
None	LOC_Os03g46380.1
None	LOC_Os03g46424.1
None	LOC_Os03g46450.1
None	LOC_Os03g46500.1
None	LOC_Os03g46540.1
None	LOC_Os03g46550.1
None	LOC_Os03g46590.1
None	LOC_Os03g46630.1
None	LOC_Os03g46674.1
None	LOC_Os03g46800.1
None	LOC_Os03g46810.1
None	LOC_Os03g46830.1
None	LOC_Os03g46840.1
None	LOC_Os03g46870.1
None	LOC_Os03g46884.1
None	LOC_Os03g46900.1
None	LOC_Os03g46970.1
None	LOC_Os03g46980.1
None	LOC_Os03g47000.1
None	LOC_Os03g47022.1
None	LOC_Os03g47030.1
None	LOC_Os03g47100.1
None	LOC_Os03g47110.1
None	LOC_Os03g47130.1
None	LOC_Os03g47149.1
None	LOC_Os03g47246.1
None	LOC_Os03g47300.1
None	LOC_Os03g47310.1
None	LOC_Os03g47320.1
None	LOC_Os03g47330.1
None	LOC_Os03g47350.1
None	LOC_Os03g47370.1
None	LOC_Os03g47390.1
None	LOC_Os03g47410.1
None	LOC_Os03g47420.1
None	LOC_Os03g47430.1
None	LOC_Os03g47480.1
None	LOC_Os03g47490.1
None	LOC_Os03g47564.1
None	LOC_Os03g47584.1
None	LOC_Os03g47590.1
None	LOC_Os03g47600.1
None	LOC_Os03g47804.1
None	LOC_Os03g47840.1
None	LOC_Os03g47870.1
None	LOC_Os03g47880.1
None	LOC_Os03g47902.1
None	LOC_Os03g48070.1
None	LOC_Os03g48330.1
None	LOC_Os03g48340.1
None	LOC_Os03g48350.1
None	LOC_Os03g48360.1
None	LOC_Os03g48364.1
None	LOC_Os03g48400.1
None	LOC_Os03g48410.1
None	LOC_Os03g48440.1
None	LOC_Os03g48457.1
None	LOC_Os03g48464.1
None	LOC_Os03g48520.1
None	LOC_Os03g48550.1
None	LOC_Os03g48580.1
None	LOC_Os03g48610.1
None	LOC_Os03g48642.1
None	LOC_Os03g48674.1
None	LOC_Os03g48690.1
None	LOC_Os03g48730.1
None	LOC_Os03g48990.1
None	LOC_Os03g49000.1
None	LOC_Os03g49010.1
None	LOC_Os03g49020.1
None	LOC_Os03g49030.1
None	LOC_Os03g49040.1
None	LOC_Os03g49080.1
None	LOC_Os03g49090.1
None	LOC_Os03g49100.1
None	LOC_Os03g49110.1
None	LOC_Os03g49120.1
None	LOC_Os03g49160.1
None	LOC_Os03g49240.1
None	LOC_Os03g49290.1
None	LOC_Os03g49330.1
None	LOC_Os03g49410.1
None	LOC_Os03g49530.1
None	LOC_Os03g49540.1
None	LOC_Os03g49650.1
None	LOC_Os03g49660.1
None	LOC_Os03g49740.1
None	LOC_Os03g49810.1
None	LOC_Os03g49840.1
None	LOC_Os03g49860.1
None	LOC_Os03g49870.1
None	LOC_Os03g49890.1
None	LOC_Os03g49910.1
None	LOC_Os03g49930.1
None	LOC_Os03g49970.1
None	LOC_Os03g49980.1
None	LOC_Os03g50020.1
None	LOC_Os03g50180.1
None	LOC_Os03g50240.1
None	LOC_Os03g50325.1
None	LOC_Os03g50580.1
None	LOC_Os03g50610.1
None	LOC_Os03g50630.1
None	LOC_Os03g50644.1
None	LOC_Os03g50660.1
None	LOC_Os03g50690.1
None	LOC_Os03g50720.1
None	LOC_Os03g50800.1
None	LOC_Os03g51120.1
None	LOC_Os03g51264.1
None	LOC_Os03g51280.1
None	LOC_Os03g51290.1
None	LOC_Os03g51310.1
None	LOC_Os03g51320.1
None	LOC_Os03g51340.1
None	LOC_Os03g51360.1
None	LOC_Os03g51450.1
None	LOC_Os03g51556.1
None	LOC_Os03g51570.1
None	LOC_Os03g51720.1
None	LOC_Os03g51724.1
None	LOC_Os03g51730.1
None	LOC_Os03g51750.1
None	LOC_Os03g51770.1
None	LOC_Os03g51780.1
None	LOC_Os03g51850.1
None	LOC_Os03g52030.1
None	LOC_Os03g52100.1
None	LOC_Os03g52110.1
None	LOC_Os03g52140.1
None	LOC_Os03g52190.1
None	LOC_Os03g52200.1
None	LOC_Os03g52258.1
None	LOC_Os03g52284.1
None	LOC_Os03g52350.1
None	LOC_Os03g52420.1
None	LOC_Os03g52500.1
None	LOC_Os03g52510.1
None	LOC_Os03g52520.1
None	LOC_Os03g52530.1
None	LOC_Os03g52540.1
None	LOC_Os03g52550.1
None	LOC_Os03g52740.1
None	LOC_Os03g52810.1
None	LOC_Os03g52820.1
None	LOC_Os03g52850.1
None	LOC_Os03g52930.1
None	LOC_Os03g52950.1
None	LOC_Os03g52990.1
None	LOC_Os03g53030.1
None	LOC_Os03g53130.1
None	LOC_Os03g53160.1
None	LOC_Os03g53180.1
None	LOC_Os03g53260.1
None	LOC_Os03g53360.1
None	LOC_Os03g53380.1
None	LOC_Os03g53419.1
None	LOC_Os03g53430.1
None	LOC_Os03g53480.1
None	LOC_Os03g53524.1
None	LOC_Os03g53550.1
None	LOC_Os03g53560.1
None	LOC_Os03g53570.1
None	LOC_Os03g53680.1
None	LOC_Os03g53810.1
None	LOC_Os03g53820.1
None	LOC_Os03g53845.1
None	LOC_Os03g53990.1
None	LOC_Os03g54010.1
None	LOC_Os03g54020.1
None	LOC_Os03g54030.1
None	LOC_Os03g54070.1
None	LOC_Os03g54210.1
None	LOC_Os03g54230.1
None	LOC_Os03g54830.1
None	LOC_Os03g54840.1
None	LOC_Os03g54950.1
None	LOC_Os03g54960.1
None	LOC_Os03g54990.1
None	LOC_Os03g55000.1
None	LOC_Os03g55014.1
None	LOC_Os03g55034.1
None	LOC_Os03g55094.1
None	LOC_Os03g55370.1
None	LOC_Os03g55440.1
None	LOC_Os03g55460.1
None	LOC_Os03g55480.1
None	LOC_Os03g55645.1
None	LOC_Os03g55650.1
None	LOC_Os03g55690.1
None	LOC_Os03g55750.1
None	LOC_Os03g55860.1
None	LOC_Os03g55874.1
None	LOC_Os03g55940.1
None	LOC_Os03g56030.1
None	LOC_Os03g56040.1
None	LOC_Os03g56080.1
None	LOC_Os03g56130.1
None	LOC_Os03g56170.1
None	LOC_Os03g56290.1
None	LOC_Os03g56340.1
None	LOC_Os03g56350.1
None	LOC_Os03g56360.1
None	LOC_Os03g56520.1
None	LOC_Os03g56530.1
None	LOC_Os03g56560.1
None	LOC_Os03g56566.1
None	LOC_Os03g56572.1
None	LOC_Os03g56600.1
None	LOC_Os03g56640.1
None	LOC_Os03g56676.1
None	LOC_Os03g56682.1
None	LOC_Os03g56750.1
None	LOC_Os03g56942.1
None	LOC_Os03g56980.1
None	LOC_Os03g56990.1
None	LOC_Os03g57000.1
None	LOC_Os03g57020.1
None	LOC_Os03g57030.1
None	LOC_Os03g57145.1
None	LOC_Os03g57230.1
None	LOC_Os03g57370.1
None	LOC_Os03g57380.1
None	LOC_Os03g57390.1
None	LOC_Os03g57470.1
None	LOC_Os03g57480.1
None	LOC_Os03g57520.1
None	LOC_Os03g57630.1
None	LOC_Os03g57770.1
None	LOC_Os03g57799.1
None	LOC_Os03g57808.1
None	LOC_Os03g57820.1
None	LOC_Os03g58220.1
None	LOC_Os03g58270.1
None	LOC_Os03g58280.1
None	LOC_Os03g58364.1
None	LOC_Os03g58450.1
None	LOC_Os03g58560.1
None	LOC_Os03g58660.1
None	LOC_Os03g58670.1
None	LOC_Os03g58730.1
None	LOC_Os03g58750.1
None	LOC_Os03g58820.1
None	LOC_Os03g59140.1
None	LOC_Os03g59190.1
None	LOC_Os03g59400.1
None	LOC_Os03g59410.1
None	LOC_Os03g59420.1
None	LOC_Os03g59500.1
None	LOC_Os03g59510.1
None	LOC_Os03g59520.1
None	LOC_Os03g59560.1
None	LOC_Os03g59630.1
None	LOC_Os03g59780.1
None	LOC_Os03g59810.1
None	LOC_Os03g59820.1
None	LOC_Os03g59860.1
None	LOC_Os03g59874.1
None	LOC_Os03g59894.1
None	LOC_Os03g59910.1
None	LOC_Os03g59920.1
None	LOC_Os03g59930.1
None	LOC_Os03g59950.1
None	LOC_Os03g59960.1
None	LOC_Os03g59970.1
None	LOC_Os03g59980.1
None	LOC_Os03g60010.1
None	LOC_Os03g60020.1
None	LOC_Os03g60050.1
None	LOC_Os03g60060.1
None	LOC_Os03g60230.1
None	LOC_Os03g60419.1
None	LOC_Os03g60449.1
None	LOC_Os03g60500.1
None	LOC_Os03g60524.1
None	LOC_Os03g60540.1
None	LOC_Os03g60670.1
None	LOC_Os03g60830.1
None	LOC_Os03g61170.1
None	LOC_Os03g61180.1
None	LOC_Os03g61190.1
None	LOC_Os03g61230.1
None	LOC_Os03g61249.1
None	LOC_Os03g61319.1
None	LOC_Os03g61370.1
None	LOC_Os03g61380.1
None	LOC_Os03g61390.1
None	LOC_Os03g61400.1
None	LOC_Os03g61419.1
None	LOC_Os03g61430.1
None	LOC_Os03g61450.1
None	LOC_Os03g61460.1
None	LOC_Os03g61660.1
None	LOC_Os03g61770.1
None	LOC_Os03g61850.1
None	LOC_Os03g61910.1
None	LOC_Os03g61910.2
None	LOC_Os03g61980.1
None	LOC_Os03g62000.1
None	LOC_Os03g62050.1
None	LOC_Os03g62140.1
None	LOC_Os03g62190.1
None	LOC_Os03g62220.1
None	LOC_Os03g62224.1
None	LOC_Os03g62300.1
None	LOC_Os03g62350.1
None	LOC_Os03g62360.1
None	LOC_Os03g62400.1
None	LOC_Os03g62450.1
None	LOC_Os03g62460.1
None	LOC_Os03g62470.1
None	LOC_Os03g62530.1
None	LOC_Os03g62539.1
None	LOC_Os03g62560.1
None	LOC_Os03g62570.1
None	LOC_Os03g62710.1
None	LOC_Os03g62800.1
None	LOC_Os03g62840.1
None	LOC_Os03g62880.1
None	LOC_Os03g62900.1
None	LOC_Os03g62920.1
None	LOC_Os03g63000.1
None	LOC_Os03g63030.1
None	LOC_Os03g63050.1
None	LOC_Os03g63124.1
None	LOC_Os03g63160.1
None	LOC_Os03g63170.1
None	LOC_Os03g63190.1
None	LOC_Os03g63200.1
None	LOC_Os03g63210.1
None	LOC_Os03g63220.1
None	LOC_Os03g63230.1
None	LOC_Os03g63570.1
None	LOC_Os03g63630.1
None	LOC_Os03g63640.1
None	LOC_Os03g63644.1
None	LOC_Os03g63780.1
None	LOC_Os03g63790.1
None	LOC_Os03g63800.1
None	LOC_Os03g63820.1
None	LOC_Os03g63830.1
None	LOC_Os03g63840.1
None	LOC_Os03g63980.1
None	LOC_Os03g63990.1
None	LOC_Os03g64160.1
None	LOC_Os03g64269.1
None	LOC_Os03g64420.1
None	LOC_Os04g01006.1
None	LOC_Os04g01008.1
None	LOC_Os04g01010.1
None	LOC_Os04g01020.1
None	LOC_Os04g01030.1
None	LOC_Os04g01040.1
None	LOC_Os04g01050.1
None	LOC_Os04g01060.1
None	LOC_Os04g01080.1
None	LOC_Os04g01100.1
None	LOC_Os04g01110.1
None	LOC_Os04g01120.1
None	LOC_Os04g01124.1
None	LOC_Os04g01170.1
None	LOC_Os04g01180.1
None	LOC_Os04g01190.1
None	LOC_Os04g01200.1
None	LOC_Os04g01210.1
None	LOC_Os04g01260.1
None	LOC_Os04g01270.1
None	LOC_Os04g01340.1
None	LOC_Os04g01370.1
None	LOC_Os04g01380.1
None	LOC_Os04g01390.1
None	LOC_Os04g01400.1
None	LOC_Os04g01410.1
None	LOC_Os04g01420.1
None	LOC_Os04g01439.1
None	LOC_Os04g01580.1
None	LOC_Os04g01620.1
None	LOC_Os04g01630.1
None	LOC_Os04g01640.1
None	LOC_Os04g01720.1
None	LOC_Os04g01730.1
None	LOC_Os04g01750.1
None	LOC_Os04g01760.1
None	LOC_Os04g01770.1
None	LOC_Os04g01790.1
None	LOC_Os04g01800.1
None	LOC_Os04g01820.1
None	LOC_Os04g01830.1
None	LOC_Os04g01840.1
None	LOC_Os04g01850.1
None	LOC_Os04g01860.1
None	LOC_Os04g01900.1
None	LOC_Os04g01920.1
None	LOC_Os04g01940.1
None	LOC_Os04g02010.1
None	LOC_Os04g02040.1
None	LOC_Os04g02060.1
None	LOC_Os04g02080.1
None	LOC_Os04g02090.1
None	LOC_Os04g02100.1
None	LOC_Os04g02130.1
None	LOC_Os04g02160.1
None	LOC_Os04g02180.1
None	LOC_Os04g02200.1
None	LOC_Os04g02210.1
None	LOC_Os04g02220.1
None	LOC_Os04g02230.1
None	LOC_Os04g02240.1
None	LOC_Os04g02250.1
None	LOC_Os04g02264.1
None	LOC_Os04g02300.1
None	LOC_Os04g02310.1
None	LOC_Os04g02320.1
None	LOC_Os04g02330.1
None	LOC_Os04g02340.1
None	LOC_Os04g02350.1
None	LOC_Os04g02360.1
None	LOC_Os04g02370.1
None	LOC_Os04g02375.1
None	LOC_Os04g02380.1
None	LOC_Os04g02390.1
None	LOC_Os04g02400.1
None	LOC_Os04g02420.1
None	LOC_Os04g02460.1
None	LOC_Os04g02470.1
None	LOC_Os04g02570.1
None	LOC_Os04g02590.1
None	LOC_Os04g02600.1
None	LOC_Os04g02610.1
None	LOC_Os04g02700.1
None	LOC_Os04g02710.1
None	LOC_Os04g02790.1
None	LOC_Os04g02800.1
None	LOC_Os04g02810.1
None	LOC_Os04g02840.1
None	LOC_Os04g02940.1
None	LOC_Os04g02950.1
None	LOC_Os04g02960.1
None	LOC_Os04g03000.1
None	LOC_Os04g03010.1
None	LOC_Os04g03020.1
None	LOC_Os04g03030.1
None	LOC_Os04g03040.1
None	LOC_Os04g03110.1
None	LOC_Os04g03120.1
None	LOC_Os04g03130.1
None	LOC_Os04g03140.1
None	LOC_Os04g03150.1
None	LOC_Os04g03190.1
None	LOC_Os04g03230.1
None	LOC_Os04g03240.1
None	LOC_Os04g03250.1
None	LOC_Os04g03260.1
None	LOC_Os04g03270.1
None	LOC_Os04g03280.1
None	LOC_Os04g03290.1
None	LOC_Os04g03300.1
None	LOC_Os04g03310.1
None	LOC_Os04g03330.1
None	LOC_Os04g03340.1
None	LOC_Os04g03350.1
None	LOC_Os04g03390.1
None	LOC_Os04g03400.1
None	LOC_Os04g03410.1
None	LOC_Os04g03420.1
None	LOC_Os04g03430.1
None	LOC_Os04g03440.1
None	LOC_Os04g03450.1
None	LOC_Os04g03460.1
None	LOC_Os04g03470.1
None	LOC_Os04g03480.1
None	LOC_Os04g03490.1
None	LOC_Os04g03510.1
None	LOC_Os04g03530.1
None	LOC_Os04g03550.1
None	LOC_Os04g03560.1
None	LOC_Os04g03600.1
None	LOC_Os04g03610.1
None	LOC_Os04g03620.1
None	LOC_Os04g03630.1
None	LOC_Os04g03640.1
None	LOC_Os04g03650.1
None	LOC_Os04g03660.1
None	LOC_Os04g03680.1
None	LOC_Os04g03690.1
None	LOC_Os04g03700.1
None	LOC_Os04g03720.1
None	LOC_Os04g03730.1
None	LOC_Os04g03740.1
None	LOC_Os04g03760.1
None	LOC_Os04g03780.1
None	LOC_Os04g03790.1
None	LOC_Os04g03820.1
None	LOC_Os04g03840.1
None	LOC_Os04g03910.1
None	LOC_Os04g03930.1
None	LOC_Os04g03940.1
None	LOC_Os04g03950.1
None	LOC_Os04g03960.1
None	LOC_Os04g03970.1
None	LOC_Os04g04040.1
None	LOC_Os04g04050.1
None	LOC_Os04g04080.1
None	LOC_Os04g04100.1
None	LOC_Os04g04120.1
None	LOC_Os04g04130.1
None	LOC_Os04g04140.1
None	LOC_Os04g04150.1
None	LOC_Os04g04160.1
None	LOC_Os04g04170.1
None	LOC_Os04g04180.1
None	LOC_Os04g04190.1
None	LOC_Os04g04200.1
None	LOC_Os04g04220.1
None	LOC_Os04g04270.1
None	LOC_Os04g04280.1
None	LOC_Os04g04290.1
None	LOC_Os04g04300.1
None	LOC_Os04g04340.1
None	LOC_Os04g04360.1
None	LOC_Os04g04370.1
None	LOC_Os04g04380.1
None	LOC_Os04g04430.1
None	LOC_Os04g04440.1
None	LOC_Os04g04460.1
None	LOC_Os04g04470.1
None	LOC_Os04g04480.1
None	LOC_Os04g04490.1
None	LOC_Os04g04500.1
None	LOC_Os04g04510.1
None	LOC_Os04g04520.1
None	LOC_Os04g04530.1
None	LOC_Os04g04540.1
None	LOC_Os04g04550.1
None	LOC_Os04g04560.1
None	LOC_Os04g04574.1
None	LOC_Os04g04590.1
None	LOC_Os04g04600.1
None	LOC_Os04g04610.1
None	LOC_Os04g04620.1
None	LOC_Os04g04640.1
None	LOC_Os04g04650.1
None	LOC_Os04g04660.1
None	LOC_Os04g04680.1
None	LOC_Os04g04700.1
None	LOC_Os04g04710.1
None	LOC_Os04g04720.1
None	LOC_Os04g04730.1
None	LOC_Os04g04740.1
None	LOC_Os04g04790.1
None	LOC_Os04g04810.1
None	LOC_Os04g04820.1
None	LOC_Os04g04830.1
None	LOC_Os04g04840.1
None	LOC_Os04g04850.1
None	LOC_Os04g04860.1
None	LOC_Os04g04870.1
None	LOC_Os04g04880.1
None	LOC_Os04g04890.1
None	LOC_Os04g04900.1
None	LOC_Os04g04930.1
None	LOC_Os04g04940.1
None	LOC_Os04g04970.1
None	LOC_Os04g04990.1
None	LOC_Os04g05020.1
None	LOC_Os04g05040.1
None	LOC_Os04g05060.1
None	LOC_Os04g05120.1
None	LOC_Os04g05130.1
None	LOC_Os04g05140.1
None	LOC_Os04g05150.1
None	LOC_Os04g05160.1
None	LOC_Os04g05170.1
None	LOC_Os04g05180.1
None	LOC_Os04g05190.1
None	LOC_Os04g05200.1
None	LOC_Os04g05210.1
None	LOC_Os04g05220.1
None	LOC_Os04g05230.1
None	LOC_Os04g05240.1
None	LOC_Os04g05250.1
None	LOC_Os04g05260.1
None	LOC_Os04g05270.1
None	LOC_Os04g05280.1
None	LOC_Os04g05290.1
None	LOC_Os04g05300.1
None	LOC_Os04g05310.1
None	LOC_Os04g05340.1
None	LOC_Os04g05370.1
None	LOC_Os04g05380.1
None	LOC_Os04g05410.1
None	LOC_Os04g05430.2
None	LOC_Os04g05440.1
None	LOC_Os04g05450.1
None	LOC_Os04g05460.1
None	LOC_Os04g05480.1
None	LOC_Os04g05490.1
None	LOC_Os04g05500.1
None	LOC_Os04g05510.1
None	LOC_Os04g05520.1
None	LOC_Os04g05530.1
None	LOC_Os04g05540.1
None	LOC_Os04g05550.1
None	LOC_Os04g05590.1
None	LOC_Os04g05600.1
None	LOC_Os04g05610.1
None	LOC_Os04g05630.1
None	LOC_Os04g05640.1
None	LOC_Os04g05670.1
None	LOC_Os04g05680.1
None	LOC_Os04g05710.1
None	LOC_Os04g05720.1
None	LOC_Os04g05730.1
None	LOC_Os04g05740.1
None	LOC_Os04g05750.1
None	LOC_Os04g05780.1
None	LOC_Os04g05790.1
None	LOC_Os04g05800.1
None	LOC_Os04g05810.1
None	LOC_Os04g05820.1
None	LOC_Os04g05830.1
None	LOC_Os04g05840.1
None	LOC_Os04g05850.1
None	LOC_Os04g05860.1
None	LOC_Os04g05870.1
None	LOC_Os04g05890.1
None	LOC_Os04g05900.1
None	LOC_Os04g05910.1
None	LOC_Os04g05920.1
None	LOC_Os04g05930.1
None	LOC_Os04g05940.1
None	LOC_Os04g05950.1
None	LOC_Os04g05960.1
None	LOC_Os04g05970.1
None	LOC_Os04g05980.1
None	LOC_Os04g05990.1
None	LOC_Os04g06000.1
None	LOC_Os04g06010.1
None	LOC_Os04g06020.1
None	LOC_Os04g06030.1
None	LOC_Os04g06080.1
None	LOC_Os04g06100.1
None	LOC_Os04g06110.1
None	LOC_Os04g06120.1
None	LOC_Os04g06130.1
None	LOC_Os04g06144.1
None	LOC_Os04g06160.1
None	LOC_Os04g06170.1
None	LOC_Os04g06180.1
None	LOC_Os04g06200.1
None	LOC_Os04g06220.1
None	LOC_Os04g06230.1
None	LOC_Os04g06260.1
None	LOC_Os04g06270.1
None	LOC_Os04g06290.1
None	LOC_Os04g06320.1
None	LOC_Os04g06330.1
None	LOC_Os04g06340.1
None	LOC_Os04g06360.1
None	LOC_Os04g06374.1
None	LOC_Os04g06380.1
None	LOC_Os04g06388.1
None	LOC_Os04g06390.1
None	LOC_Os04g06400.1
None	LOC_Os04g06402.1
None	LOC_Os04g06420.1
None	LOC_Os04g06429.1
None	LOC_Os04g06430.1
None	LOC_Os04g06440.1
None	LOC_Os04g06450.1
None	LOC_Os04g06460.1
None	LOC_Os04g06470.1
None	LOC_Os04g06480.1
None	LOC_Os04g06490.1
None	LOC_Os04g06540.1
None	LOC_Os04g06550.1
None	LOC_Os04g06560.1
None	LOC_Os04g06580.1
None	LOC_Os04g06600.1
None	LOC_Os04g06610.1
None	LOC_Os04g06620.1
None	LOC_Os04g06630.1
None	LOC_Os04g06640.1
None	LOC_Os04g06650.1
None	LOC_Os04g06660.1
None	LOC_Os04g06670.1
None	LOC_Os04g06690.1
None	LOC_Os04g06780.1
None	LOC_Os04g06800.1
None	LOC_Os04g06820.1
None	LOC_Os04g06830.1
None	LOC_Os04g06860.1
None	LOC_Os04g06879.1
None	LOC_Os04g06940.1
None	LOC_Os04g06950.1
None	LOC_Os04g06960.1
None	LOC_Os04g06980.1
None	LOC_Os04g07000.1
None	LOC_Os04g07020.1
None	LOC_Os04g07030.1
None	LOC_Os04g07060.1
None	LOC_Os04g07070.1
None	LOC_Os04g07080.1
None	LOC_Os04g07090.1
None	LOC_Os04g07100.1
None	LOC_Os04g07120.1
None	LOC_Os04g07160.1
None	LOC_Os04g07210.1
None	LOC_Os04g07220.1
None	LOC_Os04g07230.1
None	LOC_Os04g07240.1
None	LOC_Os04g07290.1
None	LOC_Os04g07300.1
None	LOC_Os04g07310.1
None	LOC_Os04g07320.1
None	LOC_Os04g07330.1
None	LOC_Os04g07340.1
None	LOC_Os04g07350.1
None	LOC_Os04g07360.1
None	LOC_Os04g07370.1
None	LOC_Os04g07380.1
None	LOC_Os04g07390.1
None	LOC_Os04g07400.1
None	LOC_Os04g07420.1
None	LOC_Os04g07430.1
None	LOC_Os04g07440.1
None	LOC_Os04g07450.1
None	LOC_Os04g07460.1
None	LOC_Os04g07470.1
None	LOC_Os04g07480.1
None	LOC_Os04g07490.1
None	LOC_Os04g07500.1
None	LOC_Os04g07510.1
None	LOC_Os04g07520.1
None	LOC_Os04g07530.1
None	LOC_Os04g07540.1
None	LOC_Os04g07550.1
None	LOC_Os04g07560.1
None	LOC_Os04g07570.1
None	LOC_Os04g07580.1
None	LOC_Os04g07590.1
None	LOC_Os04g07610.1
None	LOC_Os04g07620.1
None	LOC_Os04g07630.1
None	LOC_Os04g07640.1
None	LOC_Os04g07650.1
None	LOC_Os04g07660.1
None	LOC_Os04g07670.1
None	LOC_Os04g07680.1
None	LOC_Os04g07690.1
None	LOC_Os04g07700.1
None	LOC_Os04g07710.1
None	LOC_Os04g07720.1
None	LOC_Os04g07730.1
None	LOC_Os04g07740.1
None	LOC_Os04g07750.1
None	LOC_Os04g07760.1
None	LOC_Os04g07770.1
None	LOC_Os04g07780.1
None	LOC_Os04g07784.1
None	LOC_Os04g07789.1
None	LOC_Os04g07790.1
None	LOC_Os04g07800.1
