NIP.MSU	NIP.RAPdb	MH63	ZS97
None	Os11g0621825	None	None
None	Os11g0622150	None	None
None	Os11g0622700	None	None
None	Os05g0481550	None	None
None	Os05g0482050	None	None
None	Os11g0625802	None	None
None	Os08g0300401	None	None
None	Os06g0517200	None	None
None	Os11g0628101	None	None
None	Os11g0629100	None	None
None	Os11g0629150	None	None
None	Os08g0301551	None	None
None	Os11g0629566	None	None
None	Os08g0305000	None	None
None	Os08g0305200	None	None
None	Os08g0305250	None	None
None	Os11g0631400	None	None
None	Os11g0631450	None	None
None	Os08g0307540	None	None
None	Os05g0487500	None	None
None	Os11g0632015	None	None
None	Os08g0316050	None	None
None	Os05g0490150	None	None
None	Os11g0636600	None	None
None	Os05g0490450	None	None
None	Os11g0637166	None	None
None	Os08g0320051	None	None
None	Os09g0439150	None	None
None	Os11g0637900	None	None
None	Os08g0321750	None	None
None	Os11g0638450	None	None
None	Os11g0638802	None	None
None	Os05g0492400	None	None
None	Os11g0639400	None	None
None	Os05g0493166	None	None
None	Os08g0325001	None	None
None	Os05g0495650	None	None
None	Os05g0495801	None	None
None	Os08g0328050	None	None
None	Os11g0644650	None	None
None	Os11g0645301	None	None
None	Os11g0645600	None	None
None	Os05g0498366	None	None
None	Os11g0646450	None	None
None	Os05g0498851	None	None
None	Os08g0334250	None	None
None	Os08g0334632	None	None
None	Os08g0334701	None	None
None	Os05g0500101	None	None
None	Os08g0335200	None	None
None	Os05g0500300	None	None
None	Os11g0649350	None	None
None	Os09g0449650	None	None
None	Os09g0449700	None	None
None	Os08g0336250	None	None
None	Os08g0336301	None	None
None	Os08g0336401	None	None
None	Os05g0501101	None	None
None	Os05g0501325	None	None
None	Os08g0337001	None	None
None	Os05g0502101	None	None
None	Os05g0503200	None	None
None	Os05g0503400	None	None
None	Os06g0549450	None	None
None	Os11g0656201	None	None
None	Os11g0656601	None	None
None	Os09g0455000	None	None
None	Os05g0505383	None	None
None	Os05g0506450	None	None
None	Os08g0343550	None	None
None	Os09g0456150	None	None
None	Os05g0506950	None	None
None	Os08g0344200	None	None
None	Os06g0552800	None	None
None	Os08g0346001	None	None
None	Os11g0661101	None	None
None	Os08g0346700	None	None
None	Os05g0509650	None	None
None	Os11g0661700	None	None
None	Os08g0347550	None	None
None	Os05g0510350	None	None
None	Os08g0348300	None	None
None	Os08g0349100	None	None
None	Os06g0556101	None	None
None	Os08g0350450	None	None
None	Os05g0510932	None	None
None	Os08g0350950	None	None
None	Os06g0556450	None	None
None	Os08g0351400	None	None
None	Os08g0351700	None	None
None	Os08g0352400	None	None
None	Os08g0353375	None	None
None	Os05g0513150	None	None
None	Os05g0513500	None	None
None	Os08g0358900	None	None
None	Os05g0514250	None	None
None	Os09g0464100	None	None
None	Os05g0514701	None	None
None	Os08g0359550	None	None
None	Os05g0516100	None	None
None	Os05g0516475	None	None
None	Os08g0361501	None	None
None	Os11g0673150	None	None
None	Os06g0566700	None	None
None	Os05g0518101	None	None
None	Os11g0674932	None	None
None	Os11g0676650	None	None
None	Os11g0677050	None	None
None	Os06g0569601	None	None
None	Os09g0471300	None	None
None	Os11g0678100	None	None
None	Os11g0680500	None	None
None	Os08g0368777	None	None
None	Os08g0369066	None	None
None	Os05g0521950	None	None
None	Os05g0522250	None	None
None	Os05g0523450	None	None
None	Os11g0684400	None	None
None	Os11g0685100	None	None
None	Os11g0685500	None	None
None	Os08g0374500	None	None
None	Os05g0525200	None	None
None	Os06g0577350	None	None
None	Os08g0376900	None	None
None	Os08g0378100	None	None
None	Os08g0378250	None	None
None	Os11g0690466	None	None
None	Os11g0690866	None	None
None	Os11g0691050	None	None
None	Os09g0480100	None	None
None	Os11g0691190	None	None
None	Os08g0384700	None	None
None	Os11g0694650	None	None
None	Os08g0385650	None	None
None	Os06g0590050	None	None
None	Os08g0386050	None	None
None	Os08g0386125	None	None
None	Os06g0590550	None	None
None	Os11g0696300	None	None
None	Os11g0696750	None	None
None	Os11g0697100	None	None
None	Os11g0698567	None	None
None	Os08g0388150	None	None
None	Os09g0485201	None	None
None	Os11g0702000	None	None
None	Os05g0535533	None	None
None	Os08g0391000	None	None
None	Os05g0535950	None	None
None	Os08g0391901	None	None
None	Os08g0392201	None	None
None	Os05g0536225	None	None
None	Os08g0393700	None	None
None	Os08g0394000	None	None
None	Os08g0395400	None	None
None	Os05g0537901	None	None
None	Os11g0704525	None	None
None	Os11g0704550	None	None
None	Os05g0538600	None	None
None	Os08g0396301	None	None
None	Os08g0397250	None	None
None	Os08g0399600	None	None
None	Os08g0399900	None	None
None	Os09g0491789	None	None
None	Os05g0541250	None	None
None	Os05g0541301	None	None
None	Os08g0401901	None	None
None	Os08g0402001	None	None
None	Os08g0402234	None	None
None	Os05g0542150	None	None
None	Os05g0542666	None	None
None	Os08g0405150	None	None
None	Os12g0103540	None	None
None	Os12g0103620	None	None
None	Os08g0406450	None	None
None	Os08g0407101	None	None
None	Os05g0546100	None	None
None	Os05g0546450	None	None
None	Os12g0105401	None	None
None	Os08g0409366	None	None
None	Os08g0409700	None	None
None	Os12g0105850	None	None
None	Os12g0105962	None	None
None	Os08g0410350	None	None
None	Os08g0410950	None	None
None	Os06g0609775	None	None
None	Os09g0501825	None	None
None	Os05g0549050	None	None
None	Os05g0549232	None	None
None	Os12g0108150	None	None
None	Os08g0413050	None	None
None	Os12g0108550	None	None
None	Os08g0413400	None	None
None	Os12g0108933	None	None
None	Os12g0108966	None	None
None	Os05g0550900	None	None
None	Os08g0414900	None	None
None	Os05g0551550	None	None
None	Os06g0612250	None	None
None	Os12g0109750	None	None
None	Os05g0551801	None	None
None	Os08g0416250	None	None
None	Os08g0416601	None	None
None	Os12g0110200	None	None
None	Os12g0110550	None	None
None	Os08g0418400	None	None
None	Os12g0111750	None	None
None	Os05g0554450	None	None
None	Os12g0112100	None	None
None	Os12g0112251	None	None
None	Os08g0420800	None	None
None	Os05g0555201	None	None
None	Os08g0421500	None	None
None	Os12g0113600	None	None
None	Os06g0619700	None	None
None	Os06g0619900	None	None
None	Os05g0556350	None	None
None	Os05g0556650	None	None
None	Os08g0422800	None	None
None	Os12g0114900	None	None
None	Os05g0557950	None	None
None	Os09g0512066	None	None
None	Os05g0558101	None	None
None	Os05g0558300	None	None
None	Os08g0425600	None	None
None	Os12g0117001	None	None
None	Os05g0559333	None	None
None	Os12g0117350	None	None
None	Os12g0117500	None	None
None	Os12g0117533	None	None
None	Os08g0427650	None	None
None	Os05g0560750	None	None
None	Os05g0561000	None	None
None	Os12g0118850	None	None
None	Os08g0429225	None	None
None	Os12g0119350	None	None
None	Os08g0430550	None	None
None	Os12g0121150	None	None
None	Os08g0431150	None	None
None	Os06g0629362	None	None
None	Os08g0431400	None	None
None	Os12g0122066	None	None
None	Os05g0563950	None	None
None	Os08g0431800	None	None
None	Os12g0123150	None	None
None	Os09g0518266	None	None
None	Os08g0434150	None	None
None	Os08g0434201	None	None
None	Os12g0124900	None	None
None	Os08g0435400	None	None
None	Os05g0567050	None	None
None	Os05g0567850	None	None
None	Os09g0522500	None	None
None	Os08g0438801	None	None
None	Os12g0127600	None	None
None	Os12g0128300	None	None
None	Os08g0440050	None	None
None	Os05g0569750	None	None
None	Os05g0570000	None	None
None	Os05g0570375	None	None
None	Os08g0442600	None	None
None	Os05g0571850	None	None
None	Os12g0131266	None	None
None	Os06g0642400	None	None
None	Os05g0573100	None	None
None	Os12g0131750	None	None
None	Os05g0573400	None	None
None	Os06g0643050	None	None
None	Os08g0446051	None	None
None	Os08g0446101	None	None
None	Os12g0133025	None	None
None	Os05g0574550	None	None
None	Os12g0133350	None	None
None	Os05g0575450	None	None
None	Os08g0448500	None	None
None	Os08g0448700	None	None
None	Os08g0449900	None	None
None	Os05g0576950	None	None
None	Os12g0135700	None	None
None	Os09g0533501	None	None
None	Os08g0451651	None	None
None	Os05g0578750	None	None
None	Os08g0452200	None	None
None	Os08g0453716	None	None
None	Os12g0138000	None	None
None	Os05g0580600	None	None
None	Os09g0536350	None	None
None	Os12g0139201	None	None
None	Os09g0536550	None	None
None	Os12g0139350	None	None
None	Os08g0458050	None	None
None	Os08g0458300	None	None
None	Os08g0458466	None	None
None	Os05g0583050	None	None
None	Os08g0460650	None	None
None	Os12g0143750	None	None
None	Os05g0585450	None	None
None	Os05g0585601	None	None
None	Os12g0144401	None	None
None	Os12g0144700	None	None
None	Os08g0462850	None	None
None	Os12g0145566	None	None
None	Os08g0463300	None	None
None	Os12g0145933	None	None
None	Os12g0146275	None	None
None	Os08g0464900	None	None
None	Os12g0146625	None	None
None	Os05g0587600	None	None
None	Os05g0588225	None	None
None	Os08g0466600	None	None
None	Os12g0148500	None	None
None	Os08g0466950	None	None
None	Os05g0588550	None	None
None	Os09g0545320	None	None
None	Os08g0468200	None	None
None	Os05g0589500	None	None
None	Os08g0468801	None	None
None	Os08g0469300	None	None
None	Os12g0151900	None	None
None	Os08g0470101	None	None
None	Os08g0470550	None	None
None	Os05g0592450	None	None
None	Os08g0473200	None	None
None	Os09g0549425	None	None
None	Os12g0155600	None	None
None	Os08g0473800	None	None
None	Os08g0474100	None	None
None	Os05g0594750	None	None
None	Os12g0157132	None	None
None	Os08g0475600	None	None
None	Os07g0595750	None	None
None	Os05g0596850	None	None
None	Os06g0668000	None	None
None	Os12g0160650	None	None
None	Os06g0101701	None	None
None	Os12g0161200	None	None
None	Os12g0161800	None	None
None	Os08g0479602	None	None
None	Os08g0480050	None	None
None	Os09g0555175	None	None
None	Os08g0480901	None	None
None	Os06g0103950	None	None
None	Os12g0163550	None	None
None	Os12g0163750	None	None
None	Os08g0481875	None	None
None	Os06g0105300	None	None
None	Os06g0105550	None	None
None	Os09g0557250	None	None
None	Os12g0166100	None	None
None	Os08g0483800	None	None
None	Os08g0484450	None	None
None	Os06g0107266	None	None
None	Os08g0484533	None	None
None	Os12g0167801	None	None
None	Os12g0167950	None	None
None	Os08g0484902	None	None
None	Os08g0486233	None	None
None	Os12g0169950	None	None
None	Os08g0486750	None	None
None	Os08g0487050	None	None
None	Os08g0487200	None	None
None	Os08g0487850	None	None
None	Os08g0488000	None	None
None	Os06g0112550	None	None
None	Os12g0173388	None	None
None	Os12g0173650	None	None
None	Os12g0173775	None	None
None	Os06g0114132	None	None
None	Os12g0174901	None	None
None	Os12g0175600	None	None
None	Os12g0176100	None	None
None	Os06g0115950	None	None
None	Os06g0117200	None	None
None	Os08g0494375	None	None
None	Os12g0178800	None	None
None	Os06g0118075	None	None
None	Os06g0118150	None	None
None	Os08g0495866	None	None
None	Os12g0180250	None	None
None	Os06g0689483	None	None
None	Os08g0496750	None	None
None	Os12g0181533	None	None
None	Os06g0120466	None	None
None	Os08g0497200	None	None
None	Os08g0497750	None	None
None	Os12g0182333	None	None
None	Os08g0499250	None	None
None	Os12g0188851	None	None
None	Os08g0501132	None	None
None	Os08g0501900	None	None
None	Os08g0502101	None	None
None	Os12g0191150	None	None
None	Os06g0127850	None	None
None	Os06g0128150	None	None
None	Os08g0503400	None	None
None	Os12g0194266	None	None
None	Os12g0194432	None	None
None	Os08g0504900	None	None
None	Os06g0129650	None	None
None	Os12g0195000	None	None
None	Os12g0195183	None	None
None	Os08g0506225	None	None
None	Os06g0131350	None	None
None	Os08g0507701	None	None
None	Os06g0131800	None	None
None	Os06g0131900	None	None
None	Os12g0199050	None	None
None	Os08g0509450	None	None
None	Os08g0510750	None	None
None	Os12g0203400	None	None
None	Os12g0203700	None	None
None	Os12g0203900	None	None
None	Os06g0134750	None	None
None	Os06g0135300	None	None
None	Os12g0205633	None	None
None	Os12g0205766	None	None
None	Os08g0513051	None	None
None	Os08g0513100	None	None
None	Os06g0136201	None	None
None	Os12g0206950	None	None
None	Os12g0207100	None	None
None	Os12g0208950	None	None
None	Os08g0515600	None	None
None	Os12g0209502	None	None
None	Os06g0137650	None	None
None	Os08g0516525	None	None
None	Os12g0210450	None	None
None	Os12g0210601	None	None
None	Os06g0138951	None	None
None	Os08g0517150	None	None
None	Os08g0517250	None	None
None	Os06g0139300	None	None
None	Os12g0211600	None	None
None	Os08g0517950	None	None
None	Os08g0518150	None	None
None	Os06g0141133	None	None
None	Os12g0215925	None	None
None	Os12g0216000	None	None
None	Os12g0216766	None	None
None	Os12g0217300	None	None
None	Os12g0219100	None	None
None	Os12g0219300	None	None
None	Os06g0142950	None	None
None	Os06g0143650	None	None
None	Os06g0143750	None	None
None	Os12g0221501	None	None
None	Os06g0143950	None	None
None	Os12g0221800	None	None
None	Os12g0223000	None	None
None	Os06g0144850	None	None
None	Os10g0127350	None	None
None	Os12g0226500	None	None
None	Os06g0146700	None	None
None	Os06g0146750	None	None
None	Os12g0227200	None	None
None	Os08g0526350	None	None
None	Os06g0147275	None	None
None	Os12g0228325	None	None
None	Os06g0147500	None	None
None	Os12g0228600	None	None
None	Os12g0228650	None	None
None	Os06g0149133	None	None
None	Os06g0149166	None	None
None	Os10g0131701	None	None
None	Os06g0149801	None	None
None	Os12g0232500	None	None
None	Os08g0529350	None	None
None	Os08g0529501	None	None
None	Os06g0721700	None	None
None	Os06g0151401	None	None
None	Os08g0530033	None	None
None	Os08g0530801	None	None
None	Os06g0152550	None	None
None	Os08g0532600	None	None
None	Os08g0532850	None	None
None	Os06g0154550	None	None
None	Os08g0533650	None	None
None	Os12g0238701	None	None
None	Os12g0241001	None	None
None	Os06g0157250	None	None
None	Os12g0242975	None	None
None	Os12g0243050	None	None
None	Os06g0158050	None	None
None	Os08g0536341	None	None
None	Os12g0244150	None	None
None	Os08g0536383	None	None
None	Os12g0248800	None	None
None	Os12g0250700	None	None
None	Os12g0251933	None	None
None	Os08g0540200	None	None
None	Os12g0254201	None	None
None	Os12g0254601	None	None
None	Os12g0255000	None	None
None	Os12g0255701	None	None
None	Os12g0255850	None	None
None	Os06g0163100	None	None
None	Os12g0256400	None	None
None	Os12g0256600	None	None
None	Os06g0163350	None	None
None	Os08g0542500	None	None
None	Os08g0542800	None	None
None	Os06g0164600	None	None
None	Os08g0543150	None	None
None	Os06g0165000	None	None
None	Os06g0165100	None	None
None	Os08g0543650	None	None
None	Os12g0261450	None	None
None	Os12g0261575	None	None
None	Os12g0261701	None	None
None	Os08g0544101	None	None
None	Os08g0544250	None	None
None	Os10g0155600	None	None
None	Os12g0264650	None	None
None	Os06g0168150	None	None
None	Os12g0265600	None	None
None	Os08g0546500	None	None
None	Os12g0266401	None	None
None	Os12g0267064	None	None
None	Os08g0547350	None	None
None	Os08g0547401	None	None
None	Os06g0170000	None	None
None	Os12g0267800	None	None
None	Os12g0268666	None	None
None	Os06g0170866	None	None
None	Os06g0171450	None	None
None	Os06g0172101	None	None
None	Os08g0549950	None	None
None	Os12g0271751	None	None
None	Os08g0550301	None	None
None	Os12g0274450	None	None
None	Os12g0274750	None	None
None	Os08g0551600	None	None
None	Os11g0239866	None	None
None	Os06g0176100	None	None
None	Os10g0162852	None	None
None	Os06g0176150	None	None
None	Os08g0552666	None	None
None	Os08g0554075	None	None
None	Os08g0554501	None	None
None	Os08g0554601	None	None
None	Os08g0554900	None	None
None	Os08g0555000	None	None
None	Os08g0555200	None	None
None	Os12g0282950	None	None
None	Os06g0180050	None	None
None	Os08g0556101	None	None
None	Os07g0119550	None	None
None	Os08g0556450	None	None
None	Os12g0284250	None	None
None	Os08g0556650	None	None
None	Os12g0284800	None	None
None	Os12g0284850	None	None
None	Os08g0557150	None	None
None	Os07g0121500	None	None
None	Os10g0171900	None	None
None	Os12g0288266	None	None
None	Os12g0289901	None	None
None	Os08g0560401	None	None
None	Os12g0291200	None	None
None	Os06g0186650	None	None
None	Os12g0292301	None	None
None	Os06g0187050	None	None
None	Os08g0562866	None	None
None	Os08g0563450	None	None
None	Os08g0564200	None	None
None	Os12g0299600	None	None
None	Os06g0188875	None	None
None	Os08g0564900	None	None
None	Os12g0404760	None	None
None	Os08g0565450	None	None
None	Os06g0189450	None	None
None	Os06g0190525	None	None
None	Os10g0184366	None	None
None	Os12g0406732	None	None
None	Os09g0100750	None	None
None	Os12g0407250	None	None
None	Os07g0132400	None	None
None	Os12g0407750	None	None
None	Os06g0192000	None	None
None	Os09g0103150	None	None
None	Os12g0408850	None	None
None	Os12g0409800	None	None
None	Os12g0410050	None	None
None	Os12g0411400	None	None
None	Os09g0105600	None	None
None	Os12g0413650	None	None
None	Os06g0194101	None	None
None	Os09g0106400	None	None
None	Os06g0195025	None	None
None	Os09g0107900	None	None
None	Os06g0195275	None	None
None	Os12g0416900	None	None
None	Os09g0108800	None	None
None	Os12g0417450	None	None
None	Os12g0418200	None	None
None	Os12g0418400	None	None
None	Os09g0111300	None	None
None	Os06g0197901	None	None
None	Os12g0423826	None	None
None	Os12g0423944	None	None
None	Os09g0114632	None	None
None	Os12g0425100	None	None
None	Os09g0115466	None	None
None	Os12g0426750	None	None
None	Os09g0116900	None	None
None	Os09g0118233	None	None
None	Os12g0428401	None	None
None	Os09g0119701	None	None
None	Os06g0202501	None	None
None	Os06g0202600	None	None
None	Os09g0120201	None	None
None	Os06g0202825	None	None
None	Os06g0202850	None	None
None	Os12g0430750	None	None
None	Os09g0122100	None	None
None	Os06g0203702	None	None
None	Os12g0432750	None	None
None	Os09g0123800	None	None
None	Os09g0124300	None	None
None	Os09g0124433	None	None
None	Os09g0124566	None	None
None	Os12g0434801	None	None
None	Os12g0437932	None	None
None	Os09g0125450	None	None
None	Os07g0148850	None	None
None	Os09g0126250	None	None
None	Os12g0438750	None	None
None	Os12g0439201	None	None
None	Os12g0439700	None	None
None	Os12g0440300	None	None
None	Os09g0128101	None	None
None	Os12g0441001	None	None
None	Os09g0128750	None	None
None	Os09g0129101	None	None
None	Os09g0131150	None	None
None	Os10g0322032	None	None
None	Os12g0447155	None	None
None	Os12g0447310	None	None
None	Os12g0447466	None	None
None	Os09g0133250	None	None
None	Os12g0452400	None	None
None	Os10g0327050	None	None
None	Os09g0135850	None	None
None	Os09g0136000	None	None
None	Os09g0237900	None	None
None	Os09g0239450	None	None
None	Os06g0215000	None	None
None	Os09g0240350	None	None
None	Os09g0240850	None	None
None	Os09g0240975	None	None
None	Os06g0215533	None	None
None	Os12g0456950	None	None
None	Os09g0244200	None	None
None	Os06g0216250	None	None
None	Os06g0216350	None	None
None	Os12g0462000	None	None
None	Os09g0246601	None	None
None	Os06g0217132	None	None
None	Os06g0217650	None	None
None	Os06g0217925	None	None
None	Os12g0466950	None	None
None	Os09g0249801	None	None
None	Os12g0467400	None	None
None	Os12g0467600	None	None
None	Os09g0250400	None	None
None	Os09g0251025	None	None
None	Os12g0469300	None	None
None	Os10g0339650	None	None
None	Os06g0221450	None	None
None	Os09g0254900	None	None
None	Os12g0477050	None	None
None	Os06g0223900	None	None
None	Os09g0255333	None	None
None	Os09g0255600	None	None
None	Os09g0255800	None	None
None	Os06g0224775	None	None
None	Os09g0256600	None	None
None	Os12g0478766	None	None
None	Os09g0257700	None	None
None	Os06g0225600	None	None
None	Os10g0346450	None	None
None	Os11g0432701	None	None
None	Os09g0259900	None	None
None	Os07g0171350	None	None
None	Os07g0171400	None	None
None	Os12g0481900	None	None
None	Os12g0482100	None	None
None	Os12g0482300	None	None
None	Os09g0260800	None	None
None	Os09g0260850	None	None
None	Os12g0482833	None	None
None	Os06g0228732	None	None
None	Os09g0261750	None	None
None	Os06g0228850	None	None
None	Os09g0263972	None	None
None	Os06g0229500	None	None
None	Os09g0264675	None	None
None	Os06g0230201	None	None
None	Os12g0487750	None	None
None	Os10g0357950	None	None
None	Os06g0232233	None	None
None	Os09g0268200	None	None
None	Os09g0270601	None	None
None	Os12g0492600	None	None
None	Os12g0492750	None	None
None	Os09g0271550	None	None
None	Os09g0272401	None	None
None	Os09g0272550	None	None
None	Os06g0235500	None	None
None	Os06g0236266	None	None
None	Os06g0236700	None	None
None	Os09g0275250	None	None
None	Os12g0497994	None	None
None	Os12g0499816	None	None
None	Os09g0278401	None	None
None	Os09g0278501	None	None
None	Os06g0238402	None	None
None	Os09g0278900	None	None
None	Os12g0500225	None	None
None	Os09g0279050	None	None
None	Os09g0279900	None	None
None	Os10g0370200	None	None
None	Os09g0280750	None	None
None	Os12g0502350	None	None
None	Os09g0281450	None	None
None	Os06g0241301	None	None
None	Os10g0371450	None	None
None	Os12g0503550	None	None
None	Os12g0504301	None	None
None	Os12g0504550	None	None
None	Os09g0282501	None	None
None	Os12g0505950	None	None
None	Os06g0243900	None	None
None	Os09g0283850	None	None
None	Os12g0506600	None	None
None	Os10g0375501	None	None
None	Os12g0508800	None	None
None	Os06g0247850	None	None
None	Os12g0509300	None	None
None	Os09g0288550	None	None
None	Os12g0510633	None	None
None	Os12g0510766	None	None
None	Os06g0250300	None	None
None	Os09g0292350	None	None
None	Os09g0293301	None	None
None	Os09g0293450	None	None
None	Os08g0154950	None	None
None	Os12g0513001	None	None
None	Os06g0253350	None	None
None	Os09g0295850	None	None
None	Os12g0514200	None	None
None	Os12g0514450	None	None
None	Os12g0514550	None	None
None	Os06g0255001	None	None
None	Os06g0255300	None	None
None	Os09g0298266	None	None
None	Os09g0298332	None	None
None	Os09g0301332	None	None
None	Os12g0518700	None	None
None	Os12g0518800	None	None
None	Os07g0200801	None	None
None	Os12g0521101	None	None
None	Os09g0306450	None	None
None	Os09g0307050	None	None
None	Os12g0527301	None	None
None	Os09g0307600	None	None
None	Os12g0527651	None	None
None	Os06g0264366	None	None
None	Os09g0308600	None	None
None	Os06g0264650	None	None
None	Os09g0309000	None	None
None	Os06g0265301	None	None
None	Os10g0397433	None	None
None	Os09g0311351	None	None
None	Os12g0530300	None	None
None	Os06g0267450	None	None
None	Os09g0315150	None	None
None	Os09g0315250	None	None
None	Os09g0315401	None	None
None	Os09g0315551	None	None
None	Os06g0270100	None	None
None	Os09g0315750	None	None
None	Os06g0270550	None	None
None	Os09g0316300	None	None
None	Os06g0270966	None	None
None	Os06g0271900	None	None
None	Os12g0538550	None	None
None	Os06g0272750	None	None
None	Os12g0539025	None	None
None	Os12g0539333	None	None
None	Os09g0322100	None	None
None	Os09g0322800	None	None
None	Os06g0274400	None	None
None	Os06g0274550	None	None
None	Os06g0274600	None	None
None	Os12g0541350	None	None
None	Os06g0274875	None	None
None	Os06g0274950	None	None
None	Os09g0325100	None	None
None	Os07g0215350	None	None
None	Os09g0326301	None	None
None	Os12g0545600	None	None
None	Os12g0546350	None	None
None	Os06g0281350	None	None
None	Os09g0327050	None	None
None	Os06g0281501	None	None
None	Os09g0327150	None	None
None	Os06g0281600	None	None
None	Os09g0327575	None	None
None	Os07g0220333	None	None
None	Os07g0221100	None	None
None	Os12g0550600	None	None
None	Os10g0414601	None	None
None	Os09g0331201	None	None
None	Os12g0552575	None	None
None	Os09g0331801	None	None
None	Os06g0286801	None	None
None	Os06g0288400	None	None
None	Os09g0334050	None	None
None	Os09g0334401	None	None
None	Os06g0290701	None	None
None	Os09g0335200	None	None
None	Os06g0292600	None	None
None	Os09g0336600	None	None
None	Os12g0556701	None	None
None	Os09g0336950	None	None
None	Os12g0556900	None	None
None	Os09g0337601	None	None
None	Os06g0293666	None	None
None	Os09g0338300	None	None
None	Os09g0338575	None	None
None	Os09g0338650	None	None
None	Os09g0338675	None	None
None	Os09g0338701	None	None
None	Os06g0295250	None	None
None	Os09g0339667	None	None
None	Os06g0295366	None	None
None	Os09g0340500	None	None
None	Os09g0341151	None	None
None	Os09g0341801	None	None
None	Os12g0561750	None	None
None	Os09g0344150	None	None
None	Os12g0562455	None	None
None	Os10g0427700	None	None
None	Os12g0562650	None	None
None	Os09g0345350	None	None
None	Os06g0299500	None	None
None	Os12g0563350	None	None
None	Os10g0429651	None	None
None	Os12g0564866	None	None
None	Os12g0564932	None	None
None	Os06g0302650	None	None
None	Os09g0349901	None	None
None	Os12g0567100	None	None
None	Os12g0567150	None	None
None	Os12g0568275	None	None
None	Os12g0568350	None	None
None	Os09g0352750	None	None
None	Os12g0568750	None	None
None	Os06g0310350	None	None
None	Os09g0358050	None	None
None	Os06g0312950	None	None
None	Os09g0358500	None	None
None	Os12g0572750	None	None
None	Os06g0314450	None	None
None	Os09g0361850	None	None
None	Os09g0362000	None	None
None	Os09g0362200	None	None
None	Os12g0577551	None	None
None	Os12g0577733	None	None
None	Os12g0577766	None	None
None	Os12g0577900	None	None
None	Os09g0366101	None	None
None	Os09g0366500	None	None
None	Os07g0262700	None	None
None	Os10g0447950	None	None
None	Os12g0580950	None	None
None	Os09g0368250	None	None
None	Os09g0368300	None	None
None	Os12g0581350	None	None
None	Os06g0325350	None	None
None	Os09g0369101	None	None
None	Os06g0325551	None	None
None	Os06g0325602	None	None
None	Os06g0325800	None	None
None	Os12g0584050	None	None
None	Os12g0584400	None	None
None	Os12g0585001	None	None
None	Os06g0328966	None	None
None	Os12g0586500	None	None
None	Os09g0375050	None	None
None	Os10g0457980	None	None
None	Os09g0375700	None	None
None	Os06g0333250	None	None
None	Os09g0376350	None	None
None	Os09g0376500	None	None
None	Os06g0335400	None	None
None	Os10g0460766	None	None
None	Os09g0377532	None	None
None	Os06g0336101	None	None
None	Os12g0594201	None	None
None	Os09g0379550	None	None
None	Os09g0380450	None	None
None	Os09g0380966	None	None
None	Os12g0596101	None	None
None	Os12g0596201	None	None
None	Os06g0341400	None	None
None	Os12g0596501	None	None
None	Os12g0597051	None	None
None	Os09g0383000	None	None
None	Os12g0597650	None	None
None	Os09g0384601	None	None
None	Os09g0385800	None	None
None	Os12g0600301	None	None
None	Os12g0600550	None	None
None	Os10g0469300	None	None
None	Os06g0347966	None	None
None	Os09g0388000	None	None
None	Os10g0470300	None	None
None	Os12g0603201	None	None
None	Os06g0350200	None	None
None	Os09g0389201	None	None
None	Os12g0604300	None	None
None	Os06g0353050	None	None
None	Os12g0604650	None	None
None	Os12g0604900	None	None
None	Os10g0473600	None	None
None	Os10g0473800	None	None
None	Os09g0393501	None	None
None	Os09g0393801	None	None
None	Os12g0606701	None	None
None	Os12g0607601	None	None
None	Os10g0476200	None	None
None	Os06g0362150	None	None
None	Os09g0397950	None	None
None	Os09g0398200	None	None
None	Os09g0399901	None	None
None	Os06g0470151	None	None
None	Os09g0400200	None	None
None	Os09g0400350	None	None
None	Os12g0611150	None	None
None	Os12g0612850	None	None
None	Os12g0613150	None	None
None	Os06g0474833	None	None
None	Os12g0613650	None	None
None	Os09g0404600	None	None
None	Os06g0476100	None	None
None	Os06g0476150	None	None
None	Os06g0476900	None	None
None	Os06g0477400	None	None
None	Os06g0477700	None	None
None	Os10g0484566	None	None
None	Os06g0478900	None	None
None	Os09g0406900	None	None
None	Os06g0480200	None	None
None	Os06g0480250	None	None
None	Os09g0407650	None	None
None	Os12g0617250	None	None
None	Os06g0482700	None	None
None	Os06g0483100	None	None
None	Os09g0409312	None	None
None	Os09g0409524	None	None
None	Os06g0483400	None	None
None	Os09g0411400	None	None
None	Os09g0411500	None	None
None	Os09g0411675	None	None
None	Os06g0486150	None	None
None	Os06g0487620	None	None
None	Os12g0622850	None	None
None	Os06g0488300	None	None
None	Os09g0414701	None	None
None	Os06g0490200	None	None
None	Os06g0491566	None	None
None	Os09g0415550	None	None
None	Os07g0438300	None	None
None	Os12g0625102	None	None
None	Os06g0493800	None	None
None	Os06g0493950	None	None
None	Os09g0418250	None	None
None	Os09g0418800	None	None
None	Os09g0419100	None	None
None	Os06g0495632	None	None
None	Os06g0496601	None	None
None	Os06g0496875	None	None
None	Os06g0496950	None	None
None	Os12g0630750	None	None
None	Os12g0630751	None	None
None	Os09g0421133	None	None
None	Os12g0631150	None	None
None	Os12g0632100	None	None
None	Os09g0422550	None	None
None	Os06g0499550	None	None
None	Os12g0632850	None	None
None	Os12g0633301	None	None
None	Os12g0633501	None	None
None	Os12g0633650	None	None
None	Os09g0424650	None	None
None	Os09g0425050	None	None
None	Os12g0635750	None	None
